postime,ID,lon,lat,distance,sog,cog,draught,wind_u,wind_v,Hs,Tp,heading_wave,current_u,current_v
2022-11-06 01:24:51,0_217,111.279692,-24.185285,0.62,18.4,343.0,12.5,2.4462097317720906,9.269004267565789,2.611142746775895,8.382436663891214,193.5290335619505,-0.15432638857797104,-0.06144146426742636
2022-11-06 01:30:09,0_217,111.269578,-24.159325,1.65,18.7,343.0,12.5,2.4463192056957253,9.22809885193763,2.6074993330791383,8.384370482844226,193.54747583419018,-0.15325563117882673,-0.06852930843731195
2022-11-06 01:33:09,0_217,111.263705,-24.144555,0.94,18.8,343.0,12.5,2.445891454028239,9.204570056364135,2.6053949291428804,8.385465003894387,193.5574693695885,-0.15090797900511627,-0.07055171958394064
2022-11-06 01:36:14,0_217,111.257675,-24.129413,0.96,18.7,343.0,12.5,2.4451095425127476,9.180174227038759,2.6032156896636054,8.38658117920123,193.56783383837313,-0.1487030121710591,-0.07277353844899194
2022-11-06 01:43:51,0_217,111.243753,-24.091718,2.38,18.7,344.0,12.5,2.4407094846682944,9.116607306443251,2.5977700335794274,8.389374349692385,193.5988235872776,-0.14590057058585287,-0.08079855217866638
2022-11-06 01:45:39,0_217,111.240482,-24.082748,0.57,19.0,344.0,12.5,2.439026655834475,9.100797030731645,2.5964605139355146,8.390034801501276,193.6064545631145,-0.14620029267625165,-0.08368394893397049
2022-11-06 01:52:38,0_217,111.227883,-24.047875,2.2,18.9,344.0,12.5,2.431698402030957,9.038960885181975,2.5913150494147863,8.392574978492199,193.63715849493775,-0.155037625724512,-0.09895921461026871
2022-11-06 01:55:45,0_217,111.222207,-24.032278,0.98,18.9,345.0,12.5,2.4279748971409205,9.011032191738185,2.588980903945137,8.393690792457852,193.65099190927532,-0.15950865589553212,-0.10582056191061737
2022-11-06 01:58:33,0_217,111.21716,-24.018395,0.88,18.9,344.0,12.5,2.4244447607170274,8.985901222231234,2.586883085754578,8.39466836846795,193.6636749614564,-0.1637411578100892,-0.11193364032226663
2022-11-06 02:03:14,0_217,111.208517,-23.995018,1.48,19.0,344.0,12.5,2.426224873846297,8.94216286740361,2.583026084745983,8.397060889099963,193.6802569448982,-0.1720692917396197,-0.12197246883298639
2022-11-06 02:05:45,0_217,111.20376,-23.982587,0.79,18.8,344.0,12.5,2.429734343496132,8.923162425632023,2.5811889492050066,8.39806346195087,193.6849437587335,-0.17809043082161016,-0.12671372944753667
2022-11-06 02:07:51,0_217,111.200013,-23.972175,0.66,18.9,345.0,12.5,2.4326116694133524,8.906903597729062,2.5796537580849397,8.398935110643635,193.68989638511152,-0.1827199374398068,-0.13041551984772876
2022-11-06 02:13:02,0_217,111.190762,-23.946632,1.61,18.6,344.0,12.5,2.4390499413437214,8.86493407632765,2.5758293155443623,8.401175374150846,193.7018872306778,-0.19309812474987237,-0.13903782424718436
